Mes,count,mean,std,min,25%,50%,75%,max
1,0.0,,,,,,,
2,0.0,,,,,,,
3,0.0,,,,,,,
4,5.0,11.4,9.071934744033381,4.0,7.0,8.0,11.0,27.0
5,8.0,11.875,4.911720676097125,6.0,9.0,11.0,15.25,20.0
6,2.0,6.0,1.4142135623730951,5.0,5.5,6.0,6.5,7.0
7,7.0,5.142857142857143,3.236694374850748,1.0,3.5,4.0,7.0,10.0
8,15.0,10.6,7.038668705292013,0.0,6.0,7.0,18.0,22.0
9,0.0,,,,,,,
10,0.0,,,,,,,
11,0.0,,,,,,,
12,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
